Date,Open,High,Low,Close,Adj Close,Volume
2021-02-24,0.032186,0.033578,0.031976,0.032724,0.032724,630295
2021-02-25,0.032701,0.032165,0.031033,0.031335,0.031335,519849
2021-02-26,0.031398,0.032231,0.031586,0.031205,0.031205,678381
2021-02-27,0.031224,0.031640,0.031673,0.031609,0.031609,449076
2021-02-28,0.031607,0.031509,0.029958,0.031372,0.031372,612282
2021-03-01,0.031396,0.031500,0.031370,0.031527,0.031527,484228
2021-03-02,0.031514,0.031966,0.030778,0.030852,0.030852,465567
2021-03-03,0.030828,0.031574,0.030696,0.031181,0.031181,448666
2021-03-04,0.031157,0.031450,0.031693,0.031752,0.031752,471696
2021-03-05,0.031744,0.031392,0.031024,0.031338,0.031338,430581
2021-03-06,0.031319,0.034059,0.032137,0.033831,0.033831,465041
2021-03-07,0.033844,0.033753,0.032764,0.033651,0.033651,464977
2021-03-08,0.033672,0.035084,0.033587,0.035117,0.035117,528858
2021-03-09,0.035125,0.034073,0.033529,0.034073,0.034073,427937
2021-03-10,0.034082,0.033676,0.033056,0.032123,0.032123,449113
2021-03-11,0.032103,0.031971,0.031829,0.031592,0.031592,415415
2021-03-12,0.031598,0.031717,0.031199,0.030909,0.030909,391331
2021-03-13,0.030911,0.031563,0.030754,0.031427,0.031427,408449
2021-03-14,0.031414,0.031391,0.031005,0.031273,0.031273,326203
2021-03-15,0.031265,0.031205,0.031534,0.032048,0.032048,469434
2021-03-16,0.032061,0.032440,0.032108,0.031810,0.031810,419480
2021-03-17,0.031812,0.031639,0.032013,0.030974,0.030974,416384
2021-03-18,0.030969,0.031258,0.029389,0.030814,0.030814,402079
2021-03-19,0.030809,0.031107,0.030824,0.031152,0.031152,364191
2021-03-20,0.031150,0.031252,0.031103,0.031084,0.031084,388891
2021-03-21,0.031084,0.031033,0.031429,0.031087,0.031087,399444
2021-03-22,0.031089,0.031104,0.030779,0.031017,0.031017,432783
2021-03-23,0.031009,0.030831,0.031089,0.030666,0.030666,401875
2021-03-24,0.030655,0.030528,0.029864,0.030193,0.030193,591729
2021-03-25,0.030188,0.030564,0.029851,0.030856,0.030856,573461
2021-03-26,0.030853,0.030885,0.030842,0.030884,0.030884,408952
2021-03-27,0.030887,0.030644,0.030858,0.030666,0.030666,323408
2021-03-28,0.030665,0.030549,0.030318,0.030229,0.030229,296680
2021-03-29,0.030228,0.031645,0.030466,0.031510,0.031510,394744
2021-03-30,0.031506,0.031484,0.031225,0.031332,0.031332,382106
2021-03-31,0.031334,0.032796,0.031060,0.032559,0.032559,513026
2021-04-01,0.032573,0.033552,0.032676,0.033459,0.033459,523121
2021-04-02,0.033453,0.036145,0.033287,0.036091,0.036091,587066
2021-04-03,0.036085,0.036120,0.035213,0.035213,0.035213,555718
2021-04-04,0.035200,0.035881,0.034926,0.035622,0.035622,442599
2021-04-05,0.035625,0.035748,0.035200,0.035692,0.035692,489171
2021-04-06,0.035719,0.036267,0.035671,0.036403,0.036403,502177
2021-04-07,0.036392,0.036546,0.034950,0.035167,0.035167,644370
2021-04-08,0.035132,0.035851,0.035019,0.035810,0.035810,434006
2021-04-09,0.035813,0.035879,0.035378,0.035576,0.035576,340157
2021-04-10,0.035559,0.036022,0.035524,0.035722,0.035722,417877
2021-04-11,0.035726,0.035986,0.035668,0.035839,0.035839,327097
2021-04-12,0.035834,0.035944,0.035258,0.035719,0.035719,362776
2021-04-13,0.035720,0.036549,0.035706,0.036206,0.036206,463859
2021-04-14,0.036208,0.038859,0.036099,0.038585,0.038585,563983
2021-04-15,0.038600,0.040122,0.038324,0.039788,0.039788,510560
2021-04-16,0.039748,0.040106,0.038173,0.039497,0.039497,587872
2021-04-17,0.039465,0.039938,0.038591,0.038641,0.038641,533088
2021-04-18,0.038667,0.038805,0.036022,0.039795,0.039795,901811
2021-04-19,0.039811,0.039814,0.038367,0.038873,0.038873,611236
2021-04-20,0.038797,0.041241,0.038504,0.041262,0.041262,698271
2021-04-21,0.041279,0.043828,0.041067,0.043868,0.043868,721608
2021-04-22,0.043740,0.047987,0.045328,0.046434,0.046434,1035038
2021-04-23,0.046390,0.046922,0.044276,0.046260,0.046260,1084556
2021-04-24,0.046331,0.046341,0.044190,0.044188,0.044188,636437
2021-04-25,0.044243,0.046688,0.045979,0.047262,0.047262,649216
2021-04-26,0.047332,0.046950,0.047150,0.046916,0.046916,651743
2021-04-27,0.046908,0.048674,0.046521,0.048387,0.048387,586483
2021-04-28,0.048420,0.050318,0.047567,0.050094,0.050094,625065
2021-04-29,0.050135,0.051435,0.049804,0.051477,0.051477,608310
2021-04-30,0.051493,0.051159,0.051176,0.048021,0.048021,515621
2021-05-01,0.048014,0.050986,0.047869,0.050942,0.050942,496752
2021-05-02,0.050937,0.052506,0.050756,0.052128,0.052128,494993
2021-05-03,0.052112,0.060094,0.052112,0.059984,0.059984,859686
2021-05-04,0.059985,0.063102,0.059040,0.061005,0.061005,1170034
2021-05-05,0.060760,0.061976,0.060208,0.061347,0.061347,841707
2021-05-06,0.061384,0.062682,0.059794,0.061899,0.061899,785517
2021-05-07,0.061885,0.062382,0.060816,0.060756,0.060756,690546
2021-05-08,0.060708,0.067160,0.060564,0.066367,0.066367,853831
2021-05-09,0.066517,0.068141,0.066248,0.067468,0.067468,868389
2021-05-10,0.067392,0.072543,0.066676,0.070754,0.070754,1122306
2021-05-11,0.070682,0.073588,0.069026,0.073516,0.073516,929021
2021-05-12,0.073621,0.076751,0.077026,0.077026,0.077026,1404326
2021-05-13,0.077902,0.079344,0.075032,0.074727,0.074727,1576915
2021-05-14,0.074827,0.081517,0.074135,0.081777,0.081777,965793
2021-05-15,0.081714,0.082135,0.077804,0.077804,0.077804,907232
2021-05-16,0.077883,0.078755,0.075523,0.077224,0.077224,1019447
2021-05-17,0.077091,0.077423,0.073791,0.075392,0.075392,1241728
2021-05-18,0.075265,0.078068,0.074967,0.078772,0.078772,941904
2021-05-19,0.078833,0.078949,0.061663,0.066500,0.066500,2283171
2021-05-20,0.065932,0.070840,0.060855,0.068271,0.068271,1657830
2021-05-21,0.067978,0.070351,0.062656,0.065156,0.065156,1441483
2021-05-22,0.065300,0.065189,0.060965,0.061159,0.061159,1121303
2021-05-23,0.061230,0.062379,0.055639,0.060671,0.060671,1610721
2021-05-24,0.060394,0.068091,0.059987,0.068299,0.068299,1387308
2021-05-25,0.068440,0.069373,0.064718,0.070481,0.070481,1290507
2021-05-26,0.070492,0.071440,0.069779,0.073515,0.073515,1081579
2021-05-27,0.073516,0.073516,0.070946,0.071194,0.071194,868269
2021-05-28,0.071350,0.071223,0.067079,0.067789,0.067789,1120499
2021-05-29,0.067625,0.069039,0.064976,0.065851,0.065851,975666
2021-05-30,0.065816,0.068721,0.065160,0.066996,0.066996,725280
2021-05-31,0.066909,0.072713,0.066180,0.072723,0.072723,830566
2021-06-01,0.072525,0.072421,0.070549,0.071787,0.071787,745898
2021-06-02,0.071813,0.073635,0.070906,0.072019,0.072019,737808
2021-06-03,0.072079,0.073521,0.071518,0.072819,0.072819,766109
2021-06-04,0.072871,0.072871,0.071262,0.072862,0.072862,926261
2021-06-05,0.072955,0.074512,0.073085,0.073992,0.073992,857806
2021-06-06,0.073969,0.075491,0.073794,0.075709,0.075709,705799
2021-06-07,0.075652,0.077610,0.077078,0.077181,0.077181,911784
2021-06-08,0.077311,0.077044,0.074109,0.075209,0.075209,1252060
2021-06-09,0.074993,0.071576,0.074014,0.069842,0.069842,966012
2021-06-10,0.069919,0.069840,0.067938,0.067339,0.067339,783422
2021-06-11,0.067376,0.067307,0.062744,0.063046,0.063046,665139
2021-06-12,0.063072,0.067869,0.063425,0.066732,0.066732,723560
2021-06-13,0.066738,0.065047,0.066143,0.064157,0.064157,692952
2021-06-14,null,null,null,null,null,null
2021-06-15,0.064219,0.065062,0.063232,0.065021,0.065021,722328
2021-06-16,0.063376,0.063154,0.061654,0.061743,0.061743,628521
2021-06-17,0.061734,0.062468,0.060988,0.062333,0.062333,574760
2021-06-18,0.062401,0.062396,0.060711,0.062361,0.062361,635780
2021-06-19,0.062457,0.062868,0.061103,0.061167,0.061167,526896
2021-06-20,0.060965,0.063451,0.061317,0.062926,0.062926,631289
2021-06-21,0.062897,0.063312,0.059655,0.059616,0.059616,1065300
2021-06-22,0.059560,0.060260,0.058896,0.057681,0.057681,1093571
2021-06-23,0.057794,0.059606,0.057520,0.059124,0.059124,844147
2021-06-24,0.058506,0.058189,0.058281,0.057366,0.057366,584865
2021-06-25,0.057388,0.057030,0.056123,0.057312,0.057312,719846
2021-06-26,0.057238,0.056766,0.056968,0.056833,0.056833,641191
2021-06-27,0.056888,0.057244,0.055365,0.057112,0.057112,573901
2021-06-28,0.057183,0.061642,0.057148,0.060395,0.060395,740964
2021-06-29,0.060505,0.061360,0.060270,0.060243,0.060243,691850
2021-06-30,0.060339,0.065279,0.060138,0.064911,0.064911,737084
2021-07-01,0.064907,0.064907,0.062785,0.062957,0.062957,865650
2021-07-02,0.062847,0.063936,0.061493,0.063429,0.063429,938023
2021-07-03,0.063452,0.064444,0.063371,0.064211,0.064211,502858
2021-07-04,0.064224,0.066402,0.063674,0.065794,0.065794,532397
2021-07-05,0.065800,0.065800,0.065125,0.065151,0.065151,595739
2021-07-06,0.065131,0.066963,0.065131,0.067903,0.067903,610245
2021-07-07,0.067860,0.068976,0.067586,0.068384,0.068384,661590
2021-07-08,0.068466,0.068732,0.064170,0.064483,0.064483,705291
2021-07-09,0.064347,0.065153,0.063422,0.063515,0.063515,681388
2021-07-10,0.063524,0.064022,0.062325,0.062988,0.062988,524501
2021-07-11,0.062973,0.062894,0.062452,0.062490,0.062490,429477
2021-07-12,0.062514,0.062825,0.061066,0.061429,0.061429,535897
2021-07-13,0.061350,0.061266,0.059407,0.059326,0.059326,508275
2021-07-14,0.059359,0.061279,0.058729,0.060761,0.060761,528384
2021-07-15,0.060773,0.061461,0.059788,0.060136,0.060136,493635
2021-07-16,0.060307,0.061232,0.059285,0.059844,0.059844,473706
2021-07-17,0.059732,0.060122,0.059230,0.060217,0.060217,423818
2021-07-18,0.060260,0.061682,0.059567,0.059615,0.059615,433750
2021-07-19,0.059536,0.060146,0.058849,0.058969,0.058969,459401
2021-07-20,0.059027,0.059292,0.058129,0.059969,0.059969,582695
2021-07-21,0.059927,0.061848,0.059478,0.062003,0.062003,661878
2021-07-22,0.062123,0.062871,0.061488,0.062674,0.062674,541436
2021-07-23,0.062671,0.063525,0.062220,0.063272,0.063272,482419
2021-07-24,0.063248,0.063793,0.062961,0.063840,0.063840,468250
2021-07-25,0.063779,0.063703,0.062150,0.061990,0.061990,412062
2021-07-26,0.061989,0.060166,0.061703,0.059816,0.059816,793152
2021-07-27,0.059731,0.060219,0.059013,0.058323,0.058323,585366
2021-07-28,0.058418,0.057383,0.057222,0.057420,0.057420,474831
2021-07-29,0.057481,0.059516,0.057671,0.059511,0.059511,407748
2021-07-30,0.059551,0.058897,0.060482,0.058410,0.058410,478574
2021-07-31,0.058282,0.060895,0.058424,0.060928,0.060928,432461
2021-08-01,0.060790,0.065007,0.061087,0.064087,0.064087,567806
2021-08-02,0.063985,0.066753,0.063258,0.066582,0.066582,565348
2021-08-03,0.066563,0.066416,0.063832,0.065587,0.065587,594888
2021-08-04,0.065750,0.069244,0.065410,0.068548,0.068548,629944
2021-08-05,0.068575,0.069206,0.067240,0.069179,0.069179,759928
2021-08-06,0.069184,0.068602,0.067574,0.067519,0.067519,619588
2021-08-07,0.067537,0.070966,0.067204,0.070860,0.070860,742473
2021-08-08,0.070950,0.070355,0.068058,0.068810,0.068810,649198
2021-08-09,0.068790,0.068627,0.066959,0.068324,0.068324,689809
2021-08-10,0.068220,0.070168,0.068294,0.068919,0.068919,605576
2021-08-11,0.068944,0.070186,0.068825,0.069401,0.069401,586245
2021-08-12,0.069400,0.070081,0.067802,0.068502,0.068502,571791
2021-08-13,0.068627,0.069546,0.068598,0.069512,0.069512,499418
2021-08-14,0.069524,0.069218,0.069575,0.069335,0.069335,421702
2021-08-15,0.069352,0.070330,0.068149,0.070366,0.070366,471150
2021-08-16,0.070343,0.069935,0.068531,0.068613,0.068613,501691
2021-08-17,0.068458,0.069935,0.067108,0.067453,0.067453,570732
2021-08-18,0.067389,0.068059,0.066658,0.067411,0.067411,480774
2021-08-19,0.067389,0.067917,0.067124,0.068126,0.068126,418393
2021-08-20,0.068115,0.067935,0.068126,0.066619,0.066619,423307
2021-08-21,0.066619,0.067389,0.065599,0.065966,0.065966,370387
2021-08-22,0.065969,0.066448,0.065008,0.065734,0.065734,324062
2021-08-23,0.065719,0.067040,0.065816,0.066993,0.066993,413980
2021-08-24,0.067106,0.067404,0.065848,0.066500,0.066500,421980
2021-08-25,0.066538,0.066127,0.065272,0.065867,0.065867,386079
2021-08-26,0.065946,0.065947,0.065867,0.066046,0.066046,370789
2021-08-27,0.065962,0.066915,0.065884,0.066667,0.066667,376888
2021-08-28,0.066759,0.066856,0.066327,0.066344,0.066344,280347
2021-08-29,0.066393,0.066295,0.065610,0.066087,0.066087,272305
2021-08-30,0.066091,0.068843,0.065670,0.068524,0.068524,410306
2021-08-31,0.068595,0.072009,0.068232,0.072800,0.072800,578385
2021-09-01,0.072737,0.078549,0.072464,0.078507,0.078507,615613
2021-09-02,0.078306,0.076906,0.074922,0.076853,0.076853,494395
2021-09-03,0.076782,0.078939,0.076547,0.078772,0.078772,523889
2021-09-04,0.078718,0.079192,0.077196,0.077843,0.077843,416601
2021-09-05,0.077813,0.077055,0.077469,0.076365,0.076365,354981
2021-09-06,0.076353,0.075760,0.075783,0.074636,0.074636,354806
2021-09-07,0.074601,0.074987,0.068548,0.073196,0.073196,835941
2021-09-08,0.073239,0.076120,0.072367,0.075878,0.075878,688598
2021-09-09,0.074907,0.076621,0.074322,0.073879,0.073879,519882
2021-09-10,0.073840,0.074757,0.071030,0.071551,0.071551,498084
2021-09-11,0.071496,0.073129,0.071517,0.072349,0.072349,412091
2021-09-12,0.072349,0.075177,0.072220,0.074032,0.074032,364942
2021-09-13,0.073974,0.074111,0.071315,0.073071,0.073071,505338
2021-09-14,0.073089,0.072818,0.072974,0.072818,0.072818,406125
2021-09-15,0.072861,0.075043,0.071962,0.075043,0.075043,364257
2021-09-16,0.074997,0.075802,0.074126,0.074739,0.074739,420521
2021-09-17,0.074703,0.074659,0.071635,0.071900,0.071900,374937
2021-09-18,0.071876,0.072790,0.071521,0.071088,0.071088,331312
2021-09-19,0.071114,0.071595,0.069957,0.070449,0.070449,301683
2021-09-20,0.070454,0.070801,0.068774,0.069065,0.069065,638872
2021-09-21,0.069492,0.071233,0.067117,0.067933,0.067933,747169
2021-09-22,0.067903,0.070433,0.067333,0.070635,0.070635,544862
2021-09-23,0.070637,0.070763,0.070326,0.070287,0.070287,412435
2021-09-24,0.070265,0.070289,0.067112,0.068433,0.068433,597469
2021-09-25,0.068415,0.069052,0.067411,0.068488,0.068488,443219
2021-09-26,0.068506,0.070958,0.067189,0.070872,0.070872,490013
2021-09-27,0.070954,0.071426,0.069436,0.069471,0.069471,453740
2021-09-28,0.069348,0.069451,0.068066,0.068413,0.068413,411728
2021-09-29,0.068462,0.069430,0.068031,0.068644,0.068644,379254
2021-09-30,0.068630,0.069252,0.068486,0.068546,0.068546,403304
2021-10-01,0.068533,0.068837,0.068491,0.068739,0.068739,463613
2021-10-02,0.068767,0.071866,0.068635,0.071088,0.071088,402475
2021-10-03,0.071068,0.071201,0.070940,0.070920,0.070920,321921
2021-10-04,0.070929,0.069528,0.069765,0.068823,0.068823,361354
2021-10-05,0.068857,0.068467,0.068491,0.068301,0.068301,322870
2021-10-06,0.068263,0.065940,0.066272,0.064676,0.064676,394773
2021-10-07,0.064608,0.066966,0.064067,0.066684,0.066684,354799
2021-10-08,0.066681,0.065746,0.065743,0.066035,0.066035,300587
2021-10-09,0.065965,0.065626,0.065757,0.065051,0.065051,231171
2021-10-10,0.065038,0.064805,0.062330,0.062548,0.062548,295258
2021-10-11,0.062436,0.063880,0.062102,0.061675,0.061675,323202
2021-10-12,0.061694,0.061694,0.059912,0.062322,0.062322,323148
2021-10-13,0.062325,0.062846,0.062478,0.062825,0.062825,282421
2021-10-14,0.062803,0.066784,0.062754,0.066049,0.066049,339201
2021-10-15,0.066121,0.062202,0.065621,0.062711,0.062711,340404
2021-10-16,0.062760,0.064425,0.062658,0.062904,0.062904,272253
2021-10-17,0.062896,0.064400,0.061451,0.062500,0.062500,258443
2021-10-18,0.062510,0.062370,0.061082,0.060438,0.060438,280305
2021-10-19,0.060413,0.060341,0.060343,0.060341,0.060341,248961
2021-10-20,0.060343,0.063123,0.060165,0.062976,0.062976,308190
2021-10-21,0.063063,0.066222,0.064439,0.065171,0.065171,453634
2021-10-22,0.065193,0.065842,0.064882,0.065415,0.065415,320188
2021-10-23,0.065434,0.067949,0.065475,0.067949,0.067949,240767
2021-10-24,0.067953,0.068098,0.066242,0.067091,0.067091,245821
2021-10-25,0.067034,0.066591,0.067051,0.066908,0.066908,253740
2021-10-26,0.066900,0.068877,0.068224,0.068437,0.068437,284239
2021-10-27,0.068455,0.070195,0.067204,0.067204,0.067204,448332
2021-10-28,0.067111,0.069331,0.066929,0.070722,0.070722,428196
2021-10-29,0.070745,0.070973,0.070678,0.070945,0.070945,369089
2021-10-30,0.070937,0.071154,0.069658,0.069894,0.069894,236157
2021-10-31,0.069847,0.070500,0.069406,0.069931,0.069931,285363
2021-11-01,0.069933,0.070651,0.069690,0.070890,0.070890,294819
2021-11-02,0.070856,0.072844,0.070632,0.072514,0.072514,328889
2021-11-03,0.072591,0.073889,0.072302,0.073165,0.073165,336993
2021-11-04,0.073125,0.073044,0.072807,0.073835,0.073835,299668
2021-11-05,0.073837,0.073107,0.073025,0.073394,0.073394,246803
2021-11-06,0.073335,0.073685,0.072051,0.073489,0.073489,234514
2021-11-07,0.073528,0.073551,0.073381,0.072963,0.072963,213833
2021-11-08,0.072949,0.071339,0.072949,0.071220,0.071220,285508
2021-11-09,0.071190,0.071007,0.071071,0.070702,0.070702,311089
2021-11-10,0.070677,0.070842,0.070024,0.071331,0.071331,349997
2021-11-11,0.071320,0.073327,0.071050,0.072831,0.072831,276108
2021-11-12,0.072738,0.073505,0.072259,0.072746,0.072746,285493
2021-11-13,0.072740,0.073038,0.072322,0.072150,0.072150,224252
2021-11-14,0.072106,0.071836,0.070938,0.070667,0.070667,185941
2021-11-15,0.070678,0.072541,0.071488,0.071706,0.071706,256079
2021-11-16,0.071910,0.078342,0.070143,0.070084,0.070084,455734
2021-11-17,0.070044,0.071295,0.069762,0.071024,0.071024,367470
2021-11-18,0.071028,0.071476,0.069991,0.070258,0.070258,375526
2021-11-19,0.070172,0.074139,0.069952,0.073956,0.073956,354894
2021-11-20,0.073957,0.074372,0.073086,0.073872,0.073872,258777
2021-11-21,0.073910,0.073895,0.072457,0.072700,0.072700,239992
2021-11-22,0.072646,0.072988,0.072066,0.072633,0.072633,350905
2021-11-23,0.072655,0.075806,0.072542,0.075401,0.075401,384469
2021-11-24,0.075388,0.075720,0.074553,0.074117,0.074117,381741
2021-11-25,0.074666,0.076791,0.074256,0.072542,0.072542,317428
2021-11-26,0.076741,0.076898,0.073352,0.075246,0.075246,490609
2021-11-27,0.075472,0.075832,0.074931,0.074741,0.074741,301298
2021-11-28,0.074827,0.075198,0.074087,0.075014,0.075014,278665
2021-11-29,0.075058,0.076498,0.075337,0.076896,0.076896,330178
2021-11-30,0.076942,0.080677,0.077663,0.081246,0.081246,502169
2021-12-01,0.081109,0.083517,0.079742,0.080150,0.080150,482875
2021-12-02,0.080139,0.080715,0.078964,0.079877,0.079877,380728
2021-12-03,0.079931,0.080847,0.077359,0.078747,0.078747,482844
2021-12-04,0.078879,0.078956,0.078287,0.083730,0.083730,782082
2021-12-05,0.083731,0.085699,0.084126,0.085040,0.085040,517190
2021-12-06,0.085054,0.086378,0.082885,0.086171,0.086171,558087
2021-12-07,0.086168,0.086102,0.084659,0.085110,0.085110,441147
2021-12-08,0.085043,0.087024,0.086491,0.087900,0.087900,370347
2021-12-09,0.087774,0.088334,0.086035,0.086420,0.086420,467697
2021-12-10,0.086289,0.084713,0.082471,0.082731,0.082731,592986
2021-12-11,0.082756,0.083205,0.081931,0.082744,0.082744,387572
2021-12-12,0.082751,0.082609,0.081944,0.082527,0.082527,280600
2021-12-13,0.082565,0.082633,0.080018,0.080968,0.080968,513503
2021-12-14,0.080938,0.079837,0.079360,0.077411,0.077411,492659
2021-12-15,0.079825,0.082675,0.078232,0.082181,0.082181,540142
2021-12-16,0.082223,0.084502,0.083187,0.083131,0.083131,415931
2021-12-17,0.083058,0.083290,0.080553,0.083968,0.083968,500919
2021-12-18,0.083985,0.084874,0.082647,0.084546,0.084546,416892
2021-12-19,0.084546,0.083782,0.083393,0.083983,0.083983,346153
2021-12-20,0.084007,0.084374,0.082291,0.083913,0.083913,460528
2021-12-21,0.084011,0.082394,0.083473,0.082152,0.082152,334894
2021-12-22,0.082120,0.082348,0.081394,0.081888,0.081888,286288
2021-12-23,0.081885,0.080827,0.080889,0.080891,0.080891,354582
2021-12-24,0.080957,0.079912,0.079559,0.079650,0.079650,251250
2021-12-25,0.079685,0.081085,0.079656,0.081168,0.081168,216038
2021-12-26,0.081185,0.080994,0.080661,0.080051,0.080051,220377
2021-12-27,0.080000,0.079474,0.079329,0.079730,0.079730,225598
2021-12-28,0.079730,0.079730,0.079374,0.079869,0.079869,363519
2021-12-29,0.079797,0.079599,0.078007,0.078126,0.078126,338522
2021-12-30,0.078205,0.078799,0.078032,0.078720,0.078720,273970
2021-12-31,0.078711,0.078580,0.079244,0.079527,0.079527,305730
2022-01-01,0.079536,0.079056,0.079520,0.079051,0.079051,205008
2022-01-02,0.079043,0.080145,0.079351,0.080886,0.080886,208711
2022-01-03,0.080885,0.081274,0.080666,0.080963,0.080963,260036
2022-01-04,0.080962,0.081830,0.080832,0.082664,0.082664,305701
2022-01-05,0.082668,0.081933,0.080739,0.081489,0.081489,414546
2022-01-06,0.081473,0.081473,0.078212,0.079201,0.079201,562865
2022-01-07,0.079188,0.079264,0.075833,0.076838,0.076838,589399
2022-01-08,0.076845,0.076978,0.074028,0.074088,0.074088,384285
2022-01-09,0.074081,0.075214,0.073989,0.075343,0.075343,294302
2022-01-10,0.075339,0.075293,0.074031,0.073721,0.073721,467125
2022-01-11,0.073718,0.075670,0.073477,0.075770,0.075770,355941
2022-01-12,0.075778,0.077085,0.075536,0.076731,0.076731,379140
2022-01-13,0.076728,0.076737,0.076498,0.076266,0.076266,359096
2022-01-14,0.076274,0.076868,0.076291,0.076799,0.076799,314688
2022-01-15,0.076795,0.077069,0.076840,0.077136,0.077136,222802
2022-01-16,0.077133,0.077731,0.076980,0.077723,0.077723,220484
2022-01-17,0.077723,0.077718,0.075725,0.076030,0.076030,292169
2022-01-18,0.076029,0.076315,0.074673,0.074666,0.074666,307350
2022-01-19,0.074662,0.074682,0.074068,0.074162,0.074162,315909
2022-01-20,0.074148,0.075271,0.073768,0.073773,0.073773,261696
2022-01-21,0.073818,0.073776,0.069113,0.070162,0.070162,735004
2022-01-22,0.070251,0.071354,0.067840,0.068660,0.068660,781316
2022-01-23,0.068710,0.070447,0.068450,0.069880,0.069880,454326
2022-01-24,0.069904,0.069940,0.065365,0.066577,0.066577,769917
2022-01-25,0.066579,0.066872,0.065940,0.066459,0.066459,437836
2022-01-26,0.066450,0.069838,0.066425,0.066971,0.066971,576084
2022-01-27,0.066948,0.067957,0.065129,0.065243,0.065243,434230
2022-01-28,0.065206,0.067452,0.065366,0.067411,0.067411,388156
2022-01-29,0.067398,0.068231,0.067367,0.068097,0.068097,292936
2022-01-30,0.068136,0.069011,0.068111,0.068661,0.068661,250575
2022-01-31,0.068656,0.069817,0.067486,0.069856,0.069856,358033
2022-02-01,0.069846,0.071643,0.069837,0.072067,0.072067,340571
2022-02-02,0.072063,0.072434,0.071387,0.072602,0.072602,375512
2022-02-03,0.072585,0.073328,0.071077,0.072109,0.072109,343309
2022-02-04,0.072160,0.071892,0.072127,0.071892,0.071892,457514
2022-02-05,0.071913,0.073030,0.071922,0.072745,0.072745,316161
2022-02-06,0.072753,0.072139,0.071766,0.072089,0.072089,223190
2022-02-07,0.072088,0.071729,0.071861,0.071680,0.071680,346646
2022-02-08,0.071692,0.071137,0.070734,0.070778,0.070778,388411
2022-02-09,0.070746,0.073051,0.070825,0.073061,0.073061,314652
2022-02-10,0.073076,0.072577,0.070563,0.070641,0.070641,427624
2022-02-11,0.070639,0.071522,0.068508,0.069029,0.069029,378323
2022-02-12,0.069029,0.069745,0.068391,0.069059,0.069059,266410
2022-02-13,0.069045,0.069170,0.067773,0.068333,0.068333,214585
2022-02-14,0.068255,0.069296,0.068128,0.068882,0.068882,285641
2022-02-15,0.068888,0.071317,0.068659,0.071337,0.071337,312309
2022-02-16,0.071350,0.071376,0.070274,0.071149,0.071149,280980
2022-02-17,0.071127,0.071488,0.071083,0.071081,0.071081,391243
2022-02-18,0.071152,0.071818,0.069267,0.069589,0.069589,393400
2022-02-19,0.069568,0.070265,0.068153,0.068882,0.068882,243611
2022-02-20,0.068884,0.068884,0.067833,0.068398,0.068398,302915
2022-02-21,0.068373,0.070001,0.069369,0.069421,0.069421,502933
2022-02-22,0.069397,0.069573,0.068396,0.068936,0.068936,427315
2022-02-23,0.068940,0.070555,0.069478,0.069453,0.069453,358817
2022-02-24,0.069394,0.069073,0.066717,0.067777,0.067777,764684
2022-02-25,0.067787,0.071492,0.067657,0.070498,0.070498,438843
2022-02-26,0.070510,0.071903,0.070773,0.071119,0.071119,299824
2022-02-27,0.071103,0.071243,0.069252,0.069526,0.069526,428294
2022-02-28,0.069509,0.067172,0.068788,0.067585,0.067585,446045
2022-03-01,0.067598,0.067996,0.066746,0.067016,0.067016,422897
2022-03-02,0.067016,0.068153,0.067141,0.067164,0.067164,378756
2022-03-03,0.067165,0.067382,0.066287,0.066769,0.066769,308378
2022-03-04,0.066781,0.066786,0.066684,0.066871,0.066871,370409
2022-03-05,0.066904,0.067716,0.066972,0.067634,0.067634,204879
2022-03-06,0.067637,0.067555,0.066503,0.066503,0.066503,230947
2022-03-07,0.066510,0.067371,0.065893,0.065624,0.065624,383429
2022-03-08,0.065622,0.066612,0.065584,0.066519,0.066519,359419
2022-03-09,0.066529,0.065579,0.066492,0.065021,0.065021,337605
2022-03-10,0.065005,0.065005,0.065973,0.066131,0.066131,337052
2022-03-11,0.066137,0.066530,0.066057,0.065977,0.065977,319176
2022-03-12,0.065979,0.066311,0.065976,0.066182,0.066182,167926
2022-03-13,0.066150,0.066330,0.066367,0.066551,0.066551,228060
2022-03-14,0.066539,0.066419,0.066409,0.065312,0.065312,283472
2022-03-15,0.065311,0.066902,0.065577,0.066605,0.066605,326932
2022-03-16,0.066602,0.067367,0.066471,0.067375,0.067375,435425
2022-03-17,0.067372,0.069163,0.067484,0.068736,0.068736,309764
2022-03-18,0.068726,0.070472,0.068497,0.070461,0.070461,378719
2022-03-19,0.070446,0.070908,0.069638,0.069832,0.069832,274385
2022-03-20,0.069839,0.070055,0.068911,0.069348,0.069348,307525
2022-03-21,0.069339,0.071685,0.069608,0.070548,0.070548,370177
2022-03-22,0.070543,0.070516,0.070561,0.070189,0.070189,397333
2022-03-23,0.070190,0.071113,0.070002,0.070666,0.070666,373226
2022-03-24,0.070666,0.070684,0.070353,0.070701,0.070701,411058
2022-03-25,0.070709,0.071034,0.069994,0.070051,0.070051,384013
2022-03-26,0.070045,0.070393,0.069934,0.070632,0.070632,199466
2022-03-27,0.070646,0.070302,0.070416,0.070302,0.070302,286880
2022-03-28,0.070318,0.071220,0.070115,0.070799,0.070799,437541
2022-03-29,0.070765,0.072326,0.070765,0.071673,0.071673,411525
